"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 06 20:27:15 CST 2021","Tue Jul 06 20:27:15 CST 2021","97","test_case","test_dept","TestDept","","","门店用例",""
